day,date,gal_l,gal_b,Source,RA,Dec,Epoch,Vp,Integration time,Phase Calibrator,Sp
17,27/01/2011,358.841,-0.737,358.841-0.737,17 45 44.29, -30 18 33.6,J2000,-20.7,"28 [data after UT2153 without ant 6 IF 1 Pol a, poss delay jump last 10]",1830-210,13.1
17,27/01/2011,358.906,0.106,358.906+0.106,17 42 34.57, -29 48 46.8,J2000,-18.2,18 [data after UT2153 without ant 6 IF 1 Pol a],1830-210,2.4
17,27/01/2011,359.938,0.17,359.938+0.170,17 44 48.55, -28 53 59.4,J2000,-0.5,18 [data after UT2153 without ant 6 IF 1 Pol a],1830-210,1.6
18,28/01/2011,332.351,-0.436,332.351-0.436,16 17 31.51, -51 08 22.0,J2000,-53.2,30,1613-586,6.8
18,28/01/2011,330.07,1.064,330.070+1.064,16 00 15.43, -51 34 25.6,J2000,-41.3,30,1613-586,7.9
18,28/01/2011,330.875,-0.383,330.875-0.383,16 10 23.09, -52 06 58.7,J2000,-56.5,30,1613-586,0.4
18,28/01/2011,330.878,-0.367,330.878-0.367,16 10 19.80, -52 06 07.9,J2000,-59.3,30,1613-586,1.2
18,28/01/2011,330.998,0.093,330.998+0.093,16 08 53.08, -51 40 59.2,J2000,-28.6,30,1613-586,1.5
18,28/01/2011,331.9,-1.186,331.900-1.186,16 18 49.13, -51 59 28.2,J2000,-46.3,30,1613-586,4.2
18,28/01/2011,332.094,-0.421,332.094-0.421,16 16 16.45, -51 18 25.7,J2000,-58.5,30,1613-586,21.8
18,28/01/2011,332.295,-0.094,332.295-0.094,16 15 45.40, -50 55 53.7,J2000,-47.1,30,1613-586,8.2
18,28/01/2011,355.184,-0.419,355.184-0.419,17 35 20.49, -33 14 28.6,J2000,-1.4,30,1830-210,1.3
18,28/01/2011,356.054,-0.095,356.054-0.095,17 36 16.55, -32 20 02.7,J2000,16.7,30,1830-210,0.8
18,28/01/2011,357.558,-0.321,357.558-0.321,17 40 57.19, -31 10 59.3,J2000,-3.9,30,1830-210,2
18,28/01/2011,1.719,-0.088,001.719-0.088,17 49 59.84, -27 30 36.9,J2000,-8.1,36 [middle 12 dodgy delays],1830-210,9.8
18,28/01/2011,0.546,-0.852,000.546-0.852,17 50 14.53, -28 54 31.2,J2000,11.8,30 [12-24 dodgy delays],1830-210,62.8
18,28/01/2011,2.536,0.198,002.536+0.198,17 50 46.48, -26 39 44.9,J2000,3.1,30 [12-18 dodgy delays],1830-210,36.4
18,28/01/2011,4.393,0.079,004.393+0.079,17 55 25.77, -25 07 23.6,J2000,1.9,18 [last 6 dodgy delays] plus 6 on day 19 low el,1830-210,7.7
18,28/01/2011,4.569,-0.079,004.569-0.079,17 56 25.30, -25 03 03.7,J2000,9.5,18 [last 6 dodgy delays] plus 4 on day 19 low el,1830-210,0.6
18,28/01/2011,4.676,0.276,004.676+0.276,17 55 18.34, -24 46 45.3,J2000,4.5,18 [last 6 dodgy delays],1830-210,2.5
19,29/01/2011,332.352,-0.117,332.352-0.117,16 16 07.11, -50 54 31.2,J2000,-44.6,30,1613-586,6.6
19,29/01/2011,332.96,0.135,332.960+0.135,16 17 46.02, -50 18 18.0,J2000,-54.3,30,1613-586,2
19,29/01/2011,332.364,0.607,332.364+0.607,16 13 01.46, -50 22 36.9,J2000,-48.3,30,1613-586,1.1
19,29/01/2011,332.56,-0.148,332.560-0.148,16 17 12.12, -50 47 12.6,J2000,-54.8,30,1613-586,3.1
19,29/01/2011,332.583,0.147,332.583+0.147,16 16 00.86, -50 33 31.6,J2000,-40.2,30,1613-586,7.1
19,29/01/2011,332.604,-0.168,332.604-0.168,16 17 29.33, -50 46 13.0,J2000,-49,30,1613-586,1.1
19,29/01/2011,332.653,-0.621,332.653-0.621,16 19 43.48, -51 03 36.4,J2000,-50.6,30,1613-586,5.1
19,29/01/2011,332.854,0.817,332.854+0.817,16 14 20.45, -49 53 13.0,J2000,-45.3,30,1613-586,1.1
19,29/01/2011,332.942,-0.686,332.942-0.686,16 21 19.00, -50 54 10.2,J2000,-52.8,30,1613-586,10.3
19,29/01/2011,1.329,0.15,001.329+0.150,17 48 10.31, -27 43 20.7,J2000,-12.2,30,1830-210,1.6
19,29/01/2011,2.591,-0.029,002.591-0.029,17 51 46.69, -26 43 51.2,J2000,-8.3,30,1830-210,1.7
19,29/01/2011,3.253,0.018,003.253+0.018,17 53 05.96, -26 08 13.0,J2000,2.2,30,1830-210,3.7
19,29/01/2011,5.63,-0.294,005.630-0.294,17 59 34.60, -24 14 23.7,J2000,10.5,30,1830-210,1.3
19,29/01/2011,5.657,0.416,005.657+0.416,17 56 56.53, -23 51 42.0,J2000,20,30,1830-210,1.9
19,29/01/2011,5.677,-0.027,005.677-0.027,17 58 39.98, -24 03 57.2,J2000,-11.7,30,1830-210,1
19,29/01/2011,10.792,-0.094,010.792-0.094,18 09 44.75, -19 38 36.1,J2000,72.1,30,1830-210,0.9
19,29/01/2011,12.904,-0.031,012.904-0.031,18 13 48.27, -17 45 38.8,J2000,59.1,30,1830-210,40.3
19,29/01/2011,12.909,-0.26,012.909-0.260,18 14 39.53, -17 52 00.0,J2000,39.9,30,1830-210,245.5
19,29/01/2011,13.179,0.061,013.179+0.061,18 14 00.96, -17 28 32.5,J2000,46.5,30,1830-210,2.6
20,30/01/2011,332.963,-0.679,332.963-0.679,16 21 22.92, -50 51 58.5,J2000,-45.9,,1613-586,63.3
